,Subject,maxBurst_SHA01,meanInterval_SHA01,meanNumRewards_SHA01,modeInterval_SHA01,numBurst_SHA01,pctRewards_SHA01,stdInterval_SHA01,maxBurst_SHA02,meanInterval_SHA02,meanNumRewards_SHA02,modeInterval_SHA02,numBurst_SHA02,pctRewards_SHA02,stdInterval_SHA02,maxBurst_SHA03,meanInterval_SHA03,meanNumRewards_SHA03,modeInterval_SHA03,numBurst_SHA03,pctRewards_SHA03,stdInterval_SHA03,maxBurst_SHA04,meanInterval_SHA04,meanNumRewards_SHA04,modeInterval_SHA04,numBurst_SHA04,pctRewards_SHA04,stdInterval_SHA04,maxBurst_SHA05,meanInterval_SHA05,meanNumRewards_SHA05,modeInterval_SHA05,numBurst_SHA05,pctRewards_SHA05,stdInterval_SHA05,maxBurst_SHA06,meanInterval_SHA06,meanNumRewards_SHA06,modeInterval_SHA06,numBurst_SHA06,pctRewards_SHA06,stdInterval_SHA06,maxBurst_SHA07,meanInterval_SHA07,meanNumRewards_SHA07,modeInterval_SHA07,numBurst_SHA07,pctRewards_SHA07,stdInterval_SHA07,maxBurst_SHA08,meanInterval_SHA08,meanNumRewards_SHA08,modeInterval_SHA08,numBurst_SHA08,pctRewards_SHA08,stdInterval_SHA08,maxBurst_SHA09,meanInterval_SHA09,meanNumRewards_SHA09,modeInterval_SHA09,numBurst_SHA09,pctRewards_SHA09,stdInterval_SHA09,maxBurst_SHA10,meanInterval_SHA10,meanNumRewards_SHA10,modeInterval_SHA10,numBurst_SHA10,pctRewards_SHA10,stdInterval_SHA10,maxBurst_SHA11,meanInterval_SHA11,meanNumRewards_SHA11,modeInterval_SHA11,numBurst_SHA11,pctRewards_SHA11,stdInterval_SHA11
629,M772,2.0,25.0,2.0,25.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,2965.0,2.0,73.0,1.0,67.0,2892.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,1875.5,0.0,2942.0,0.0,0.0,1066.5,0.0,129.0,0.0,129.0,0.0,0.0,0.0,,,,,,,
630,M773,0.0,1522.75,0.0,552.0,0.0,0.0,597.67,0.0,3486.0,0.0,3486.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,2.0,585.0,2.0,51.0,1.0,50.0,586.72,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
631,M774,0.0,,0.0,,0.0,,,0.0,363.0,0.0,363.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,1023.5,0.0,207.0,0.0,0.0,816.5,0.0,,0.0,,0.0,,,0.0,332.0,0.0,332.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
632,M775,2.0,850.0,2.0,1144.0,1.0,25.0,546.06,0.0,2113.0,0.0,2113.0,0.0,0.0,0.0,0.0,1284.5,0.0,974.0,0.0,0.0,310.5,0.0,2652.0,0.0,4183.0,0.0,0.0,1531.0,0.0,1120.17,0.0,1224.0,0.0,0.0,1078.24,0.0,,0.0,,0.0,,,2.0,239.38,2.0,112.0,8.0,53.0,164.13,0.0,,0.0,,0.0,,,4.0,152.07,2.23,39.0,13.0,62.0,122.55,3.0,194.44,2.12,257.0,8.0,46.0,125.0,,,,,,,
633,M776,2.0,962.4,2.0,553.0,1.0,33.0,573.82,0.0,,0.0,,0.0,,,0.0,3685.0,0.0,3685.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,2.0,44.0,2.0,44.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,2.0,887.71,2.0,544.0,3.0,75.0,887.13,2.0,1712.25,2.0,2001.0,1.0,40.0,1826.07,2.0,1359.8,2.0,819.0,1.0,33.0,1313.84,2.0,1394.8,2.0,531.0,2.0,67.0,2007.21,,,,,,,
634,M777,0.0,1225.8,0.0,198.0,0.0,0.0,643.36,0.0,131.0,0.0,131.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,6671.0,0.0,6671.0,0.0,0.0,0.0,0.0,4947.0,0.0,4947.0,0.0,0.0,0.0,0.0,1751.0,0.0,1751.0,0.0,0.0,0.0,,,,,,,
635,M778,2.0,1291.0,2.0,1377.0,2.0,67.0,1096.1,0.0,,0.0,,0.0,0.0,,0.0,2940.5,0.0,2688.0,0.0,0.0,252.5,0.0,1047.0,0.0,1047.0,0.0,0.0,0.0,0.0,1306.0,0.0,135.0,0.0,0.0,763.67,2.0,54.0,2.0,54.0,1.0,100.0,0.0,0.0,1606.5,0.0,1962.0,0.0,0.0,355.5,2.0,1410.67,2.0,70.0,2.0,100.0,1927.19,2.0,2141.5,2.0,44.0,1.0,67.0,2097.5,0.0,320.0,0.0,320.0,0.0,0.0,0.0,,,,,,,
636,M779,0.0,2605.0,0.0,3874.0,0.0,0.0,1269.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,53.0,2.0,53.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,
637,M780,2.0,851.75,2.0,1092.0,1.0,40.0,496.41,0.0,1655.0,0.0,936.0,0.0,0.0,719.0,0.0,2427.0,0.0,2427.0,0.0,0.0,0.0,0.0,2838.0,0.0,3185.0,0.0,0.0,347.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,586.0,2.0,88.0,2.0,40.0,386.17,0.0,1172.8,0.0,1546.0,0.0,0.0,234.3,2.0,705.0,2.0,1987.0,4.0,80.0,1017.76,0.0,1771.0,0.0,137.0,0.0,0.0,1544.25,,,,,,,
638,F1801,0.0,885.0,0.0,508.0,0.0,0.0,377.0,3.0,228.42,2.36,541.0,11.0,81.0,297.02,3.0,210.24,2.17,145.0,12.0,74.0,239.42,3.0,238.87,2.11,90.0,9.0,61.0,206.53,2.0,260.33,2.0,84.0,5.0,36.0,204.99,3.0,157.8,2.17,100.0,12.0,56.99999999999999,90.53,5.0,134.49,3.0,25.0,13.0,72.0,147.85,4.0,148.79,2.18,132.0,11.0,49.0,72.63,4.0,160.82,2.18,184.0,11.0,53.0,74.82,4.0,134.75,2.11,51.0,18.0,70.0,87.6,4.0,137.38,2.29,198.0,14.0,60.0,67.27
639,F1802,0.0,,0.0,,0.0,,,0.0,3642.0,0.0,3642.0,0.0,0.0,0.0,0.0,1369.0,0.0,387.0,0.0,0.0,763.14,3.0,253.96,2.25,26.0,8.0,69.0,342.13,3.0,703.8,2.33,72.0,3.0,64.0,1075.37,0.0,,0.0,,0.0,0.0,,3.0,691.14,2.67,62.0,3.0,100.0,1267.64,0.0,,0.0,,0.0,0.0,,2.0,180.33,2.0,145.0,1.0,50.0,80.71,0.0,,0.0,,0.0,,,,,,,,,
640,F1803,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,4.0,97.11,2.58,57.0,26.0,89.0,116.99,0.0,597.0,0.0,597.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
641,F1804,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,3.0,284.42,2.33,117.0,6.0,70.0,528.76,0.0,591.0,0.0,591.0,0.0,0.0,0.0,0.0,2086.0,0.0,2086.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,2.0,98.0,2.0,98.0,1.0,100.0,0.0
642,F1805,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,2.0,113.0,2.0,22.0,1.0,50.0,64.64,2.0,43.0,2.0,43.0,1.0,100.0,0.0,0.0,1404.33,0.0,613.0,0.0,0.0,1179.01,2.0,483.21,2.0,299.0,2.0,27.0,392.9,3.0,324.95,2.25,87.0,8.0,86.0,388.69,0.0,911.86,0.0,670.0,0.0,0.0,654.95,2.0,579.25,2.0,91.0,1.0,15.0,264.77,2.0,576.45,2.0,236.0,1.0,17.0,269.79
643,F1806,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,
644,F1807,3.0,222.77,2.1,57.0,10.0,66.0,228.01,2.0,185.62,2.0,67.0,16.0,84.0,158.65,2.0,256.14,2.0,49.0,5.0,34.0,163.37,3.0,125.33,2.28,62.0,18.0,71.0,78.41,3.0,160.77,2.12,82.0,16.0,76.0,126.88,3.0,142.74,2.06,81.0,17.0,69.0,97.17,4.0,134.59,2.24,46.0,17.0,73.0,117.81,3.0,165.9,2.08,34.0,12.0,57.99999999999999,98.77,4.0,152.51,2.7,58.0,10.0,56.00000000000001,105.48,0.0,,0.0,,0.0,0.0,,4.0,304.81,3.2,26.0,5.0,94.0,729.05
645,F1808,0.0,2988.5,0.0,1437.0,0.0,0.0,1551.5,0.0,2543.0,0.0,2543.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,557.0,2.0,36.0,1.0,22.0,334.19,3.0,301.39,2.33,26.0,6.0,57.99999999999999,242.91,3.0,296.25,2.33,209.0,6.0,56.00000000000001,267.17,3.0,167.97,2.25,204.0,8.0,53.0,110.74
646,F1809,0.0,,0.0,,0.0,0.0,,0.0,1466.0,0.0,1466.0,0.0,0.0,0.0,0.0,727.5,0.0,202.0,0.0,0.0,421.27,2.0,364.84,2.0,229.0,5.0,50.0,424.72,2.0,493.07,2.0,37.0,5.0,67.0,532.23,2.0,366.39,2.0,518.0,3.0,32.0,230.61,2.0,460.36,2.0,487.0,3.0,40.0,388.29,4.0,267.04,2.5,25.0,6.0,56.00000000000001,284.52,3.0,203.56,2.33,33.0,9.0,60.0,208.96,2.0,279.83,2.0,201.0,7.0,56.00000000000001,259.3,3.0,201.65,2.22,75.0,9.0,62.0,171.72
647,F1810,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,6775.0,0.0,6775.0,0.0,0.0,0.0,2.0,102.0,2.0,102.0,1.0,100.0,0.0,2.0,1242.0,2.0,3107.0,1.0,50.0,1327.8,2.0,594.91,2.0,540.0,3.0,50.0,672.45,3.0,594.18,2.33,109.0,3.0,57.99999999999999,809.47,0.0,2671.5,0.0,3343.0,0.0,0.0,671.5,2.0,1603.67,2.0,75.0,1.0,50.0,1963.79,0.0,661.83,0.0,183.0,0.0,0.0,514.02
648,F1811,2.0,272.33,2.0,90.0,1.0,50.0,140.86,2.0,670.7,2.0,807.0,2.0,36.0,513.92,2.0,622.36,2.0,42.0,4.0,67.0,509.45,0.0,1001.29,0.0,1404.0,0.0,0.0,384.53,0.0,1637.5,0.0,181.0,0.0,0.0,1456.5,2.0,545.54,2.0,42.0,3.0,43.0,403.99,2.0,501.29,2.0,74.0,5.0,67.0,447.17,2.0,508.64,2.0,82.0,1.0,13.0,412.57,2.0,542.38,2.0,58.0,3.0,43.0,303.72,2.0,443.62,2.0,85.0,3.0,35.0,306.24,2.0,337.9,2.0,42.0,6.0,55.00000000000001,240.39
649,F1812,0.0,,0.0,,0.0,0.0,,0.0,3322.0,0.0,3322.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,70.0,2.0,70.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,3.0,272.79,2.33,1579.0,6.0,56.00000000000001,327.86,4.0,154.84,2.62,27.0,13.0,77.0,167.39,5.0,131.25,2.77,23.0,13.0,68.0,113.85,4.0,130.33,2.17,40.0,18.0,70.0,74.62,5.0,137.87,2.29,60.0,14.0,60.0,78.61
650,F1813,3.0,181.59,2.18,76.0,11.0,63.0,139.0,3.0,227.32,2.29,114.0,7.0,50.0,178.23,2.0,199.58,2.0,130.0,10.0,54.0,126.91,3.0,203.46,2.12,172.0,8.0,47.0,121.64,2.0,311.3,2.0,243.0,4.0,33.0,155.47,2.0,191.89,2.0,105.0,7.0,37.0,75.35,2.0,174.02,2.0,177.0,12.0,56.99999999999999,87.86,4.0,145.49,2.12,25.0,17.0,72.0,99.85,2.0,172.05,2.0,179.0,9.0,43.0,66.11,3.0,163.0,2.09,89.0,11.0,52.0,82.68,3.0,157.82,2.17,93.0,12.0,57.99999999999999,102.86
651,F1814,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,
652,F1815,0.0,,0.0,,0.0,,,2.0,123.5,2.0,213.0,1.0,67.0,89.5,0.0,1819.33,0.0,513.0,0.0,0.0,1267.78,3.0,31.5,3.0,23.0,1.0,100.0,8.5,0.0,,0.0,,0.0,,,0.0,2357.0,0.0,1934.0,0.0,0.0,1433.88,2.0,1372.2,2.0,804.0,1.0,33.0,1136.27,2.0,1266.0,2.0,2426.0,1.0,67.0,1160.0,0.0,502.0,0.0,143.0,0.0,0.0,359.0,0.0,,0.0,,0.0,,,0.0,2031.0,0.0,1150.0,0.0,0.0,881.0
653,F1816,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,3370.0,0.0,2694.0,0.0,0.0,676.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,730.0,0.0,730.0,0.0,0.0,0.0,0.0,2237.0,0.0,2338.0,0.0,0.0,101.0,0.0,,0.0,,0.0,,,3.0,710.44,2.5,320.0,2.0,50.0,1072.34,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,
654,F1901,2.0,2009.0,2.0,42.0,1.0,67.0,1967.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,
655,F1902,0.0,,0.0,,0.0,,,0.0,3304.0,0.0,3304.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,6.0,82.84,4.56,21.0,9.0,89.0,238.97,4.0,186.39,3.11,37.0,9.0,76.0,314.75,2.0,1566.0,2.0,2728.0,1.0,40.0,941.22,2.0,1296.25,2.0,62.0,1.0,40.0,1232.24,2.0,334.62,2.0,140.0,5.0,45.0,444.17,3.0,164.56,2.13,225.0,15.0,73.0,116.94
656,F1903,2.0,553.89,2.0,61.0,2.0,40.0,692.79,2.0,618.12,2.0,1087.0,2.0,44.0,573.74,2.0,1375.4,2.0,46.0,1.0,33.0,1490.24,0.0,1609.75,0.0,2669.0,0.0,0.0,1479.16,0.0,,0.0,,0.0,0.0,,2.0,1595.25,2.0,3852.0,1.0,40.0,1536.89,3.0,259.96,2.11,112.0,9.0,73.0,339.84,2.0,162.52,2.0,101.0,11.0,73.0,159.64,3.0,270.04,2.44,33.0,9.0,85.0,540.09,3.0,180.45,2.12,75.0,8.0,44.0,110.2,4.0,143.0,2.31,30.0,16.0,73.0,105.86
657,F1904,2.0,21.0,2.0,21.0,1.0,100.0,0.0,0.0,2644.0,0.0,2758.0,0.0,0.0,114.0,0.0,4157.0,0.0,4157.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,
658,F1905,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,2565.0,0.0,2565.0,0.0,0.0,0.0,2.0,927.5,2.0,234.0,1.0,28.999999999999996,896.82,2.0,305.25,2.0,54.0,1.0,40.0,238.85,2.0,2275.5,2.0,99.0,1.0,67.0,2176.5,2.0,727.89,2.0,208.0,1.0,20.0,804.14
659,F1906,2.0,761.67,2.0,839.0,2.0,40.0,429.06,2.0,1144.67,2.0,1559.0,1.0,28.999999999999996,1250.96,2.0,1187.0,2.0,58.0,1.0,33.0,1082.64,2.0,1241.6,2.0,67.0,1.0,33.0,886.5,2.0,1141.8,2.0,97.0,1.0,33.0,769.77,3.0,582.92,2.33,22.0,3.0,54.0,417.92,2.0,412.29,2.0,99.0,5.0,56.00000000000001,476.38,2.0,473.43,2.0,40.0,4.0,53.0,449.61,2.0,580.42,2.0,46.0,3.0,46.0,746.0,2.0,665.67,2.0,700.0,1.0,20.0,453.1,5.0,223.03,2.86,28.0,7.0,61.0,289.7
660,F1907,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,85.0,2.0,85.0,1.0,100.0,0.0,5.0,233.03,3.11,24.0,9.0,93.0,907.74,4.0,389.28,3.0,22.0,5.0,79.0,856.76,3.0,192.18,2.2,57.0,10.0,76.0,170.85,3.0,286.04,2.5,2619.0,6.0,60.0,505.84
661,F1908,0.0,1640.0,0.0,1640.0,0.0,0.0,0.0,2.0,1306.67,2.0,44.0,1.0,50.0,1640.12,2.0,505.0,2.0,983.0,1.0,67.0,478.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,3.0,208.16,2.08,122.0,12.0,96.0,406.93,3.0,493.36,2.17,97.0,6.0,87.0,806.01,4.0,104.33,2.65,49.0,23.0,90.0,101.17,3.0,203.16,2.09,91.0,11.0,70.0,198.51,2.0,303.65,2.0,212.0,1.0,8.0,151.72,4.0,331.33,3.0,24.0,2.0,27.0,186.04
662,F1909,2.0,402.67,2.0,89.0,4.0,80.0,432.79,3.0,186.0,2.31,71.0,13.0,81.0,278.52,3.0,412.12,2.2,113.0,5.0,65.0,454.12,2.0,1165.5,2.0,297.0,1.0,40.0,1306.38,2.0,348.86,2.0,62.0,3.0,40.0,249.43,2.0,603.0,2.0,117.0,3.0,55.00000000000001,679.18,2.0,595.83,2.0,47.0,3.0,46.0,690.33,4.0,152.08,2.69,23.0,13.0,90.0,341.29,3.0,304.64,2.22,28.0,9.0,87.0,663.26,2.0,620.0,2.0,50.0,1.0,50.0,410.92,4.0,309.5,2.43,26.0,7.0,74.0,413.01
663,F1910,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,
664,F1911,2.0,988.0,2.0,379.0,1.0,33.0,757.7,2.0,1287.4,2.0,33.0,1.0,33.0,1590.79,0.0,4472.0,0.0,4472.0,0.0,0.0,0.0,0.0,275.0,0.0,275.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,2.0,1707.0,2.0,77.0,2.0,80.0,1762.72,0.0,,0.0,,0.0,0.0,,0.0,4585.0,0.0,4585.0,0.0,0.0,0.0,2.0,64.0,2.0,64.0,1.0,100.0,0.0,0.0,1613.5,0.0,3007.0,0.0,0.0,1393.5
665,F1912,0.0,,0.0,,0.0,0.0,,2.0,818.5,2.0,21.0,1.0,67.0,797.5,2.0,2124.0,2.0,4190.0,1.0,67.0,2066.0,2.0,48.0,2.0,48.0,1.0,100.0,0.0,0.0,2734.0,0.0,397.0,0.0,0.0,2337.0,0.0,,0.0,,0.0,,,0.0,1042.0,0.0,1911.0,0.0,0.0,724.25,2.0,276.24,2.0,22.0,6.0,55.00000000000001,290.79,2.0,1986.5,2.0,52.0,1.0,67.0,1934.5,0.0,,0.0,,0.0,0.0,,2.0,1092.5,2.0,324.0,2.0,56.99999999999999,1920.51
666,F1914,0.0,457.0,0.0,457.0,0.0,0.0,0.0,2.0,987.0,2.0,43.0,2.0,56.99999999999999,926.66,2.0,331.14,2.0,207.0,7.0,64.0,565.41,2.0,746.86,2.0,528.0,1.0,25.0,432.0,3.0,151.74,2.1,41.0,10.0,75.0,128.82,4.0,160.14,2.31,25.0,13.0,79.0,170.37,4.0,134.21,2.36,24.0,14.0,61.0,77.75,4.0,137.17,2.21,24.0,14.0,57.99999999999999,65.43,3.0,146.27,2.09,146.0,11.0,47.0,63.76,4.0,139.82,2.36,154.0,14.0,63.0,87.96,3.0,161.45,2.18,136.0,11.0,53.0,83.63
667,F1915,0.0,856.67,0.0,933.0,0.0,0.0,330.63,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,2.0,250.0,2.0,31.0,2.0,56.99999999999999,208.36,4.0,187.76,2.78,28.0,9.0,96.0,498.25,2.0,183.23,2.0,94.0,12.0,60.0,129.88,4.0,172.1,2.33,100.0,12.0,67.0,175.84,3.0,247.26,2.22,58.0,9.0,71.0,355.22
668,F1916,2.0,920.86,2.0,257.0,1.0,25.0,548.66,2.0,1615.75,2.0,2236.0,1.0,40.0,1048.46,2.0,1494.5,2.0,35.0,1.0,67.0,1459.5,0.0,894.43,0.0,201.0,0.0,0.0,741.14,0.0,1131.6,0.0,161.0,0.0,0.0,1070.25,3.0,146.2,3.0,51.0,1.0,50.0,131.46,0.0,871.38,0.0,570.0,0.0,0.0,390.83,3.0,363.46,2.25,1630.0,4.0,64.0,457.88,0.0,1105.0,0.0,209.0,0.0,0.0,896.0,2.0,460.14,2.0,1096.0,2.0,27.0,382.91,2.0,309.0,2.0,179.0,2.0,17.0,222.09
669,F1931,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,152.0,0.0,152.0,0.0,0.0,0.0,2.0,2314.0,2.0,577.0,1.0,50.0,2840.98,2.0,1157.0,2.0,57.0,3.0,100.0,1393.67,3.0,353.53,2.17,43.0,6.0,72.0,684.42,3.0,205.19,2.7,27.0,10.0,82.0,249.1,3.0,186.43,2.08,112.0,13.0,75.0,195.36,4.0,171.93,2.17,45.0,12.0,62.0,139.65
670,F2001,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
671,F2002,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
672,F2003,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
673,F2004,4.0,223.0,2.67,21.0,6.0,94.0,462.16,3.0,1630.0,2.5,27.0,2.0,100.0,2740.77,2.0,460.0,2.0,32.0,1.0,67.0,428.0,2.0,90.0,2.0,90.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,
674,F2005,3.0,103.33,3.0,220.0,1.0,75.0,83.28,2.0,1019.14,2.0,57.0,3.0,75.0,1779.24,2.0,1461.0,2.0,113.0,2.0,80.0,2368.32,2.0,2204.5,2.0,4309.0,1.0,67.0,2104.5,2.0,100.0,2.0,100.0,1.0,100.0,0.0,2.0,144.67,2.0,111.0,1.0,50.0,23.98,0.0,3704.0,0.0,3704.0,0.0,0.0,0.0,3.0,1046.2,3.0,1863.0,1.0,50.0,1229.6,0.0,,0.0,,0.0,,,2.0,1039.0,2.0,3086.0,1.0,40.0,1233.76,,,,,,,
675,F2006,0.0,2580.0,0.0,2580.0,0.0,0.0,0.0,0.0,1291.6,0.0,561.0,0.0,0.0,1114.37,2.0,716.75,2.0,77.0,2.0,80.0,1039.49,2.0,108.0,2.0,108.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,0.0,2120.0,0.0,2120.0,0.0,0.0,0.0,0.0,3551.0,0.0,3551.0,0.0,0.0,0.0,2.0,442.67,2.0,333.0,1.0,50.0,348.8,2.0,1632.33,2.0,493.0,1.0,50.0,1931.5,2.0,926.75,2.0,2019.0,2.0,80.0,896.53,,,,,,,
676,F2007,0.0,,0.0,,0.0,,,0.0,1554.33,0.0,994.0,0.0,0.0,532.92,0.0,,0.0,,0.0,0.0,,0.0,2349.0,0.0,2349.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,1331.0,0.0,2456.0,0.0,0.0,1125.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,1792.0,0.0,1792.0,0.0,0.0,0.0,,,,,,,
677,F2009,0.0,275.5,0.0,296.0,0.0,0.0,20.5,2.0,1282.25,2.0,111.0,1.0,40.0,1805.4,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,
678,F2010,2.0,3248.0,2.0,24.0,1.0,67.0,3224.0,3.0,685.56,2.33,82.0,3.0,70.0,1032.02,2.0,400.33,2.0,53.0,1.0,50.0,365.79,3.0,698.0,2.5,192.0,2.0,71.0,1201.32,0.0,2685.5,0.0,327.0,0.0,0.0,2358.5,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,1288.67,0.0,948.0,0.0,0.0,723.08,0.0,5749.0,0.0,5749.0,0.0,0.0,0.0,2.0,1891.33,2.0,21.0,1.0,50.0,2564.16,2.0,1621.0,2.0,81.0,1.0,67.0,1540.0,,,,,,,
